Student GUID,Name,Research Interests,University Field
18a4beba-3f1e-473d-8186-40b422dbfd6f,Don Boone,"Cognitive Psychology,Health Psychology,Clinical Psychology",Psychology
a6fab024-2d60-4430-bd58-bf5542cf14f5,Terry Randolph,"Cognitive Psychology,Personality Psychology,Psychometrics",Psychology
062f2049-f86b-45db-b1d6-039423092eb9,Sarah Young,"Macroeconomics,Public Economics",Economics
4d813ba3-752f-4cd8-bd48-15881f2539d8,Melinda Gonzales,"Environmental Chemistry,Organic Chemistry,Medicinal Chemistry",Chemistry
2b391a36-4258-493d-b481-7f7b0c1389eb,Tyler Martinez,"Medieval History,Economic History,Social History",History
72363734-0ca5-410a-b652-d970b543eb0f,Stephen Baker,"Industrial Engineering,Chemical Engineering,Environmental Engineering",Engineering
1fe75628-07a6-4308-8879-4a3f82a3db20,Laurie Sosa,"Artificial Intelligence,Cybersecurity,Quantum Computing",Computer Science
f5a15b55-9ff9-45dd-afa0-69b3b1a0ac37,Natalie Schmidt MD,"Econometrics,Public Economics,Labor Economics",Economics
036fb02f-b0e2-4ccb-b6cb-9c536ec47cd4,Jason Jones,"Genetics,Biochemistry,Marine Biology",Biology
fe94283b-64b8-4f4e-8552-2d1119c6c936,David Dorsey,"Behavioral Economics,Financial Economics,Development Economics",Economics
2a24c73d-a73b-466c-97b3-e38f783e31f0,Henry Wilkins,"Statistics,Calculus",Mathematics
bff6163a-688e-41aa-986c-8e2e19c07797,Kayla Chaney,"Biopsychology,Forensic Psychology,Psychometrics",Psychology
49ef2608-5fe7-49b9-9e5e-af22e2fcd64d,Amanda Clark,"Medieval History,Ancient History,Political History",History
90117473-7ae1-4caf-a9dc-28832ee18c0a,Ashley Thomas,"Statistics,Differential Equations,Applied Mathematics",Mathematics
0202b72a-533e-47b4-9a38-24ea78027d53,Andrew Walsh,"Forensic Psychology,Social Psychology,Clinical Psychology",Psychology
07845f33-491a-4600-a527-9a443834d88f,Kristine Reilly,"Photonics,Nuclear Physics,Cosmology",Physics
e7bc0b1c-87e4-4097-b92f-77cc35d77ad9,Daniel Gomez,"World Literature,Historiography,Narrative Theory",Literature
88b9519f-589f-4db1-a38b-669343824bf3,Amanda Parker,"Astrophysics,Photonics,Condensed Matter Physics",Physics
b2369647-120d-4786-af5f-18ee86a251f7,Rebecca Robbins,"Biopsychology,Clinical Psychology",Psychology
f980cfbe-f328-4a76-a2ab-78367e7d6f9d,Nicole Miller,"Software Engineering,Chemical Engineering",Engineering
194f7042-143a-4317-b5da-265174ec9e83,Robert Kline,"Cloud Computing,Artificial Intelligence,Quantum Computing",Computer Science
7f8c7f6e-5339-43da-a34d-45ad184d4ada,James Clark,"Conservation Biology,Biochemistry,Microbiology",Biology
4736e6a0-4792-4b46-b4d4-0d0fc42d2b14,Ariel Palmer,"Theoretical Chemistry,Physical Chemistry,Analytical Chemistry",Chemistry
be5ba931-a12c-4da9-81a1-635b60e2b16a,Scott Williams,"International Economics,Econometrics,Public Economics",Economics
2e8a5037-f118-4f6d-9a9a-5ec9b6f78f37,Brian Baldwin,"Cloud Computing,Artificial Intelligence,Cybersecurity",Computer Science
eb041d14-04c8-43c6-b2ff-1189c45700aa,Jeffrey Pitts,"Cognitive Psychology,Biopsychology,Social Psychology",Psychology
b1dc70fa-3e24-4a9f-8425-3ff5976a579d,Christopher Mcdonald,"Photonics,Condensed Matter Physics",Physics
54ab5351-1425-479e-ae77-56284100d422,Stephen Williams,"Comparative Literature,Narrative Theory",Literature
ad1abe95-f96e-43a3-8cb2-485c48c89d42,Laura Hamilton,"Cultural History,Ancient History,World History",History
91cbc3c6-4ee6-40fa-8da4-86b737190fe4,Shawn Rivera,"Blockchain,Data Science,Computer Vision",Computer Science
037435c1-2cef-47aa-9ec7-77f75c0bbcb2,Emily Walker,"Differential Equations,Geometry,Applied Mathematics",Mathematics
aae6e2c5-4b44-47be-8487-1496ebf785df,Kenneth Barnes,"Forensic Psychology,Psychometrics,Developmental Psychology",Psychology
25bdae2d-b2a2-4234-b0f4-f74916ec0577,Donna Thompson,"Literary Criticism,Narrative Theory",Literature
b7ad0548-5b34-47e0-abd6-0c9725ff2d76,Mary Turner,"Cognitive Psychology,Forensic Psychology,Personality Psychology",Psychology
d1014880-b859-4bb5-9fb8-589da082a7e2,Teresa James,"Comparative Literature,Historiography,Narrative Theory",Literature
b847bcd4-cc0a-4296-ba1e-b23bc71f1696,Bethany Day,"Cognitive Psychology,Health Psychology",Psychology
6fd4ae7b-4444-464f-951e-32d10f2b24fd,Sharon Johnson,"Blockchain,Cybersecurity,Computer Vision",Computer Science
d3f8f59f-8f25-4e27-aa85-5a82e7ec5b1a,Phillip Scott,"Physical Chemistry,Organic Chemistry,Analytical Chemistry",Chemistry
d86b3f72-933b-4fe2-8405-9d7a623b7d91,Kimberly Pittman,"Military History,Cultural History,World History",History
ae30ad76-1501-430e-8d06-456c53bd25f5,Max Nguyen,"Creative Writing,Comparative Literature",Literature
9509cb5e-603d-4dc7-8b8e-e924b8713f5c,Donna Zimmerman,"Creative Writing,Historiography,Drama",Literature
1e0e3c87-3191-4b4b-b357-d0ed262651f2,Jaclyn Lucas,"Materials Science,Biochemistry,Medicinal Chemistry",Chemistry
91e3d77f-32ec-40ad-93b6-28b923a6c01f,Amy Li,"Photonics,Condensed Matter Physics",Physics
f7553bd8-420d-4466-9371-4ac0872a6cc8,Lawrence Bartlett,"Polymer Science,Theoretical Chemistry,Analytical Chemistry",Chemistry
9ea1dcf7-8eb2-4464-8941-062c0bd11450,April Keller,"Ecology,Conservation Biology,Genetics",Biology
77708c87-11eb-4fc1-9b2b-cc35e1315227,Madeline Reyes,"Photonics,Theoretical Physics,Statistical Mechanics",Physics
b83b96c7-3fa6-4be6-b572-0c4a245b789e,Tamara Pennington,"Creative Writing,Poetry",Literature
80ab8e43-4ef6-40e8-9677-c0ea5bcea5ab,Brittany Miller,"Geometry,Probability",Mathematics
74a25bb3-4e24-491e-89f3-5532a97edc03,Bill Dean,"Cell Biology,Conservation Biology",Biology
481cb97a-fc39-43ec-85a6-32f7028e1fab,Stephanie Ramirez,"Industrial Engineering,Electrical Engineering,Chemical Engineering",Engineering
1b15cd0c-b789-4bc2-a564-17a4ffbf5b88,Melissa Walter,"Econometrics,Financial Economics",Economics
3e5ca3df-eb22-4ebd-a732-2eee1da338f8,Lance Vincent,"Economic History,Political History,World History",History
91252200-bf64-4846-9fd3-4903cc4db1ea,Sue Dougherty,"Genetics,Immunology",Biology
216fa48c-4fae-4a6c-ad89-bea8a242981b,Christopher Arnold,"Experimental Psychology,Health Psychology,Developmental Psychology",Psychology
75e472fe-eb7e-4331-baf8-c82911bcaf7c,Blake Ellis,"Software Engineering,Mechanical Engineering,Aerospace Engineering",Engineering
9a19366d-ceb2-4415-af81-93ba68f81c7e,Darrell Mcdonald,"Financial Economics,Public Economics",Economics
a1167f41-0e93-4a45-b3f9-ff955ff7cdaa,Karen Berger MD,"Cognitive Psychology,Personality Psychology,Health Psychology",Psychology
6eac8b04-7d06-4408-9540-5cfc7102b1bf,Lisa Cherry,"Civil Engineering,Environmental Engineering,Aerospace Engineering",Engineering
6dd0edf8-cd10-481e-9021-558ed10aa265,Kelly Smith,"Genetics,Biochemistry,Immunology",Biology
c711736a-9b95-4981-bebc-8e0e755d5fc6,Victoria Jones,"Financial Economics,Public Economics,Development Economics",Economics
9aa46db8-3f10-4170-8d0d-e3d68c0d767d,David Ellison,"Biopsychology,Clinical Psychology",Psychology
01aea930-1115-4a92-91d7-7a973ac52abc,Amanda Calderon,"Social History,Ancient History,Political History",History
7f6c6e85-5240-4717-a218-487da4050827,Mary Thomas,"Systems Engineering,Industrial Engineering,Mechanical Engineering",Engineering
8ee6a419-fe16-4f0d-b2a6-bbe755a565bd,Megan Cardenas,"Geometry,Calculus,Mathematical Physics",Mathematics
fe6079b0-bd7c-41f3-9665-2b181e56106d,Alyssa Vincent,"Polymer Science,Organic Chemistry,Analytical Chemistry",Chemistry
e210147f-5690-4a6c-ae85-e0c4b3ac8111,Brooke Frazier,"Cell Biology,Biochemistry,Marine Biology",Biology
e864349a-c312-4c8d-b9f1-29405d26ebbc,Elizabeth Simmons,"Economic History,Political History,World History",History
bd8123b1-6198-4a8b-a816-fd226b5555a0,Luis Jenkins,"Creative Writing,Historiography,Novel",Literature
bcba02ed-d463-445a-98bc-cafcd2e9a5bf,Kristin Brooks,"Inorganic Chemistry,Organic Chemistry,Physical Chemistry",Chemistry
a44b240e-1754-4ad7-a7e4-7a9bd8ffe4ee,Johnathan Harris,"Behavioral Economics,International Economics,Financial Economics",Economics
226f0beb-cdf4-49d2-887e-7263d031cbec,Amber Goodwin,"Military History,Economic History,Modern History",History
f8c97b52-8e89-45fa-bd31-489ef72be32f,Jennifer Lopez,"Behavioral Economics,Macroeconomics,Labor Economics",Economics
d727b8cb-5b1d-4886-9a73-0cea406b0dab,Tommy Archer,"Chemical Engineering,Aerospace Engineering",Engineering
8565b5d6-d1ae-4bb5-85d5-0f8ac6db285e,Craig West,"Systems Engineering,Environmental Engineering,Biomedical Engineering",Engineering
c7304a3b-7ab2-44ae-832d-cc514549b756,Claire Peterson,"World Literature,Historiography,Narrative Theory",Literature
e635bbf9-7238-4c78-9313-9ae56ee2c4bf,Christopher Green,"Behavioral Economics,Macroeconomics,Labor Economics",Economics
4052a093-3596-4dfb-b2ff-ba87617ef806,Brandon Woods,"Number Theory,Probability,Calculus",Mathematics
bf778ebd-e707-428b-9cc4-c5fb3eed2bce,Elizabeth Ryan,"Environmental Chemistry,Inorganic Chemistry,Analytical Chemistry",Chemistry
90878331-c2f7-4107-b3cb-ff6981567022,Carla Stewart,"Software Engineering,Environmental Engineering,Aerospace Engineering",Engineering
03f1dc58-02c3-4cce-adb9-01fead5d5fef,Glen Martin,Economic History,History
65f17b65-9b7a-450a-b09d-2a6c4415de3c,Darrell Bridges,"Conservation Biology,Neuroscience,Evolutionary Biology",Biology
b5cbc7af-31e7-462a-bce8-e1b720885682,Bob Griffin,"History of Science,Military History,Political History",History
f91ed6b1-0c64-49ea-8fbf-0f52a20580cf,Benjamin Williams,"Medieval History,Modern History,World History",History
de40708a-da83-4919-a091-ad58457e0672,Benjamin Lopez,"Social History,Ancient History",History
f040ce94-9e92-4b22-a40c-2cdd9678c90b,Dr. Richard Shaw,"Artificial Intelligence,Machine Learning,Data Science",Computer Science
1ed62a68-a7c8-42dd-9329-e8f9bc65a710,Jasmine Olson,"Conservation Biology,Immunology,Evolutionary Biology",Biology
5406f027-6602-4e06-9711-4ae3d10c6dde,Alexander Rivera,"Genetics,Biochemistry",Biology
e7a6e7a9-3c1f-4dbb-9d96-a82cadf46e5e,Laura Clark,"Probability,Calculus,Applied Mathematics",Mathematics
73db39bf-502e-4e3c-a0a5-1dce3581c275,John Burns,"Biopsychology,Social Psychology,Clinical Psychology",Psychology
5fc2a0de-20ab-4e60-b380-03af2ca8eadf,Michael Vasquez,"Creative Writing,Comparative Literature",Literature
d811e02d-3f01-46e0-ae3e-60e683d22e38,Andrew Huber,"Environmental Chemistry,Physical Chemistry,Analytical Chemistry",Chemistry
68af74ad-95d8-4b2f-9efc-00f5af1de8be,Brian Reyes,"History of Science,Economic History,Social History",History
d7fbf438-1ccd-49cd-9a60-f059972dae30,Mckenzie Bennett,"Systems Engineering,Industrial Engineering,Electrical Engineering",Engineering
7a52946f-8370-4c1e-9259-dbeb5756d452,Adam Walters,"Ecology,Conservation Biology,Genetics",Biology
d10b32de-3ca3-4afa-a431-7dba07ddc234,Nicole Lopez,"Statistics,Mathematical Physics",Mathematics
0d2c0c36-b447-4191-8318-88ccc19d545d,Timothy Bennett,"Probability,Algebra,Mathematical Physics",Mathematics
9b742aae-fec5-40fd-8192-7eb496950ae0,Jennifer Holder,"Immunology,Neuroscience",Biology
bf9640ce-d8bb-4a98-89fc-c9ab66b688e2,Haley Rodriguez,"Software Engineering,Chemical Engineering,Civil Engineering",Engineering
c215fdab-9252-49b9-97b3-6fb0b480e761,Yvonne Dixon,"Social History,Cultural History,Economic History",History
4ba4f518-2c2e-4752-a977-e3610d913156,Carlos Ayers,"Military History,Modern History,World History",History
45bd0fea-2882-4dad-a844-d0528918ac95,Andrew Kennedy,"Industrial Engineering,Environmental Engineering,Aerospace Engineering",Engineering
ccb88fd3-616e-4dae-91b6-68606fee3077,Amanda Webb,"Statistics,Algebra,Mathematical Physics",Mathematics
dd8a57f9-2baa-40fc-bd37-1d1793262424,Anne Barnes,"Geometry,Calculus",Mathematics
2301a27d-c9f4-4688-8106-1cdf1caab3a2,Danielle Williams,"Creative Writing,Rhetoric",Literature
138fcb0e-1a24-4f4c-8305-641e64b2203c,Brittany Harmon,"Software Engineering,Environmental Engineering",Engineering
28214193-7ffb-4403-b00f-2cc95243db7f,Mia Jackson,"Statistical Mechanics,Theoretical Physics,Cosmology",Physics
b2fcf4ee-8b95-43e9-84e1-1a73b0d0ab92,Tara Flores,"Cognitive Psychology,Psychometrics,Clinical Psychology",Psychology
33130b7a-ed80-46bc-b3b0-24df0b710221,Aaron Kennedy,"Microeconomics,Econometrics,Public Economics",Economics
1cb6018b-a0be-4266-a445-864df42eb273,Victoria Lewis,"Medieval History,Economic History",History
3032c671-4aca-4115-bcd5-fa3fa4768da2,Hayley Travis,"Literary Criticism,Drama",Literature
03b9a0d6-3cf1-4005-ac08-44d6c6b6b604,Robert Little,"Ecology,Evolutionary Biology",Biology
057b3184-d947-4437-af19-90e49059ecee,Kathleen Nixon,"Software Engineering,Electrical Engineering,Biomedical Engineering",Engineering
d0932ac0-954d-44ef-bebe-e1d513d66b41,Jennifer Sanders,"Social History,Economic History,Modern History",History
5c0c5459-87e7-43df-ad50-57b1f5117e06,Gina Miller,"Environmental Chemistry,Organic Chemistry,Medicinal Chemistry",Chemistry
927b78ab-f80b-4ac4-9ea4-9f9bc5fe5b67,Melinda Fernandez,"Microeconomics,Macroeconomics,Labor Economics",Economics
054e7019-7745-4f51-b694-8e7f1dc404f6,Nathaniel Nolan,"Condensed Matter Physics,Particle Physics",Physics
68a1cea7-7253-419a-96c2-710ab52b21eb,Jonathan Nicholson,"Behavioral Economics,Macroeconomics,Labor Economics",Economics
bc32b177-3e96-46ce-9bb4-fbe1dcd2e81e,Amanda Tran,"Software Engineering,Quantum Computing,Data Science",Computer Science
60743de6-b9d9-422a-9333-d558e4880d52,Phillip Chambers,"Computer Vision,Machine Learning,Cybersecurity",Computer Science
262f23ae-1bd1-47cf-912c-ef90606a99b6,Gary Mann,"History of Science,Military History,Ancient History",History
49b24986-77f1-47f1-8c2f-cabfcafb6b98,Michael Hoffman,"Microeconomics,Econometrics,Labor Economics",Economics
14bcb437-28b0-46df-b1e4-567205b0f045,Hannah Sullivan DDS,"Novel,Comparative Literature,Narrative Theory",Literature
6cd80270-ee1c-4766-a2a0-8b0625e6d769,Austin Galloway,"Differential Equations,Number Theory",Mathematics
1f9a6f65-fafc-4d06-900a-d96bbc93376e,Elizabeth Morris,"Software Engineering,Cybersecurity,Data Science",Computer Science
60921c96-2265-4f90-80a7-7294cba8b847,Susan Shannon,"Quantum Mechanics,Cosmology",Physics
dab66538-4c0d-44b4-a28d-642a578e5bb3,Kristina Burns,"Astrophysics,Photonics",Physics
8b73a821-2a97-4870-999f-83c8dd668942,Taylor Vance,"Behavioral Economics,Econometrics,Labor Economics",Economics
3a1a88bf-6173-4d19-abb6-440119201f90,Jennifer Benjamin,"Creative Writing,Historiography,Novel",Literature
5b147056-9a7f-4e02-a10e-5399def912bb,Angela Gonzalez,"Theoretical Physics,Quantum Mechanics,Particle Physics",Physics
25107260-a195-4ef6-96ea-e0ab8abd5f90,Luis Hurst,"Microeconomics,Macroeconomics,Development Economics",Economics
cb066298-fdd6-492c-9ab9-ded502f9597d,Kristopher Wade,"International Economics,Public Economics,Development Economics",Economics
810e3750-5b3f-4f3b-b31e-611debcce487,Caitlin Forbes,"Social History,Cultural History,Political History",History
bedafbfd-6e12-4e5f-822f-2961bdd2a4a2,Jeffrey Bradley DVM,"Econometrics,Financial Economics,Health Economics",Economics
c3810da0-9fa5-4113-acd2-05f2474dc427,Matthew Roberts,"Cloud Computing,Artificial Intelligence,Data Science",Computer Science
5f939e3a-de4a-467e-bee9-e9e204d72a8d,Jesus Jackson,"Software Engineering,Artificial Intelligence,Quantum Computing",Computer Science
d52f692f-fd01-4749-b0c9-fd9c04b465f4,Angel Gallagher,"Civil Engineering,Mechanical Engineering,Aerospace Engineering",Engineering
31d36ea4-6116-4bfe-a63b-2202afbc0ba9,Shawn Miranda,"Cognitive Psychology,Psychometrics",Psychology
47f00fa8-6afe-41b0-b946-f0001f3fde13,Paul Harrison,"Environmental Chemistry,Materials Science,Medicinal Chemistry",Chemistry
265b9ada-ba42-4883-b73f-d4acad099838,Cheryl Wagner,"Medieval History,Military History,Political History",History
346e5a33-e86d-4641-bda4-129a182ae62a,Sharon Carpenter,"Novel,Drama,Narrative Theory",Literature
c67b94d6-1a2d-4182-9d10-b58c77aab143,Sara Henry,"Number Theory,Geometry,Calculus",Mathematics
57330f9c-8da8-456c-880d-5abffbba70f8,Alex Smith,"Modern History,History of Science,Ancient History",History
8e64196d-7e95-42fa-81b1-0d4e51f703c2,Jordan Small,"Calculus,Applied Mathematics",Mathematics
703819e7-be16-41af-96a8-2cdf9ffe2847,Mr. David Schaefer,"Environmental Chemistry,Polymer Science,Organic Chemistry",Chemistry
41df0232-29fd-45bd-932e-8650b1bd15fb,Charlotte Burnett,"Experimental Psychology,Social Psychology,Forensic Psychology",Psychology
875d754a-6ef3-411e-88fe-ce1bd072f206,Kenneth Collier,"Condensed Matter Physics,Experimental Physics,Quantum Mechanics",Physics
9461aaab-5e84-4056-82d8-07de726b4eb7,Lindsay Scott,"Materials Science,Theoretical Chemistry,Medicinal Chemistry",Chemistry
80fb5cbb-e4d2-470f-baf8-df372cc57c5c,Terry Richard,"Materials Science,Biochemistry,Theoretical Chemistry",Chemistry
e782baad-f642-4115-828e-93ffede1796b,Elizabeth Mcmillan,"Polymer Science,Analytical Chemistry",Chemistry
73ad054d-bc72-4ec8-9adf-a25f2c0c5147,Mrs. Krystal Cummings,"Medieval History,Cultural History,Economic History",History
2558dc74-fc71-4975-9db9-9019c76707d4,Dakota Taylor,"International Economics,Macroeconomics,Public Economics",Economics
30d09dc8-f0bc-431a-b661-c1385900f7a7,William Anderson,"Ecology,Genetics,Immunology",Biology
65317fa7-86cc-45db-a57a-be72e7456473,Brenda Roberts,"Cognitive Psychology,Forensic Psychology,Personality Psychology",Psychology
c112c805-3a48-4e79-9430-7ab5cb4a0e2c,Russell Morrison,"Materials Science,Biochemistry,Medicinal Chemistry",Chemistry
0625a175-8d8c-4d08-878e-da636b764c0e,Matthew Green,"Ecology,Biochemistry,Marine Biology",Biology
a2fec34b-3fce-453d-9f6a-9e794c4d42aa,Laura Phillips,"Biopsychology,Social Psychology,Psychometrics",Psychology
75469cd6-bdb7-4e06-b674-791687f548f6,Henry Jones,"Software Engineering,Mechanical Engineering,Aerospace Engineering",Engineering
84507ff7-815b-423f-bd14-9271e31d9adc,Gina Williams,"Software Engineering,Chemical Engineering,Aerospace Engineering",Engineering
b1ee0554-25fc-43c2-a3bd-c4def7b3cd2e,Donna Stanley,"Ecology,Immunology,Microbiology",Biology
87ffb8ac-232c-4059-9db4-901d46e68707,Alexander Scott,"Military History,Cultural History,Economic History",History
6a61f6aa-6506-469b-bb2b-ad517e01b3ad,Amy Jones,"Quantum Mechanics,Experimental Physics,Particle Physics",Physics
a09a328c-f6df-4f04-b727-84bfcbee6a5b,Katelyn Young,"Environmental Chemistry,Polymer Science",Chemistry
fb8b4f2b-b27b-4799-88cc-4fbb072139ea,Rebecca Smith,"Biopsychology,Developmental Psychology",Psychology
59670b02-8bd8-4b48-a3cc-83ed96aed26a,Jennifer Johnson,"Polymer Science,Organic Chemistry",Chemistry
532a77c2-9e19-47b8-a5ce-7c76e9d70f67,Anthony Kelley,"Novel,Literary Criticism",Literature
30b08eff-5474-4d21-b696-18300bf730b8,Michael Holland,"Astrophysics,Theoretical Physics,Cosmology",Physics
7649f57d-aa87-4973-9d62-2828f721d6be,Kevin Mueller,"Photonics,Experimental Physics,Particle Physics",Physics
b0b18473-7945-497d-ba98-4978e8a9f7ac,Jon Ashley,"Medieval History,Military History,Ancient History",History
519a9129-a8d7-4127-81f5-110506ea6daa,Kim Adams,"Industrial Engineering,Mechanical Engineering",Engineering
74ebd0fe-f03f-4b8d-83c5-43540d2954b3,Patrick Chambers,"Social History,Modern History,World History",History
daa32971-2d45-456e-9100-762984a7cf40,Debra Wilson,"Inorganic Chemistry,Biochemistry,Analytical Chemistry",Chemistry
f87752c9-fa90-40a9-ac13-80bbd527bbcd,Charles Collins,"Public Economics,Development Economics",Economics
66605eb2-7d97-41d5-9ff4-dd4c0b1b36d2,Michael Walsh,"Immunology,Biochemistry,Neuroscience",Biology
9ddc4934-858f-4deb-9e72-7e1eb11ae4b7,Bradley Mullins,"Cognitive Psychology,Forensic Psychology,Personality Psychology",Psychology
2e0003c2-cd4e-4db1-ba31-e7ee5bb797fa,Kelly James,"Statistical Mechanics,Theoretical Physics",Physics
e0db093f-fc47-45f0-82bd-e0873d1015f4,Scott Mccoy,"History of Science,Modern History,Political History",History
c2e83df4-90fd-47ab-b991-7dce2cb031ff,Ashley Bradley,"Neuroscience,Microbiology,Marine Biology",Biology
e1f2629b-02c3-4f93-bc68-e61104623d1c,Kelly Scott,"Photonics,Condensed Matter Physics,Particle Physics",Physics
48052138-04bf-475b-a448-cfb1d8a20025,Alyssa Miller,"Astrophysics,Statistical Mechanics,Experimental Physics",Physics
30398098-ad1a-46dc-89e5-c6aad17a56e3,Jennifer Montes DVM,"Statistics,Number Theory,Topology",Mathematics
0d246c58-6a7d-4bbe-8177-c36135667536,Susan Cross,"Civil Engineering,Mechanical Engineering,Biomedical Engineering",Engineering
4dcf2f9a-f642-418b-b466-7167e85c303a,Robert Price,"Financial Economics,Public Economics,Development Economics",Economics
ed33e934-1741-4e74-a599-21e3ce39f3ec,Eric Farrell,"Novel,Literary Criticism",Literature
0e68fc34-7e5c-4d1f-9dc6-6df5e934330a,Jennifer Moore,"Software Engineering,Artificial Intelligence,Quantum Computing",Computer Science
478a5a34-a8a8-48cc-b599-52ba5cab87af,Carolyn Barber,"Systems Engineering,Software Engineering,Environmental Engineering",Engineering
84b410a6-e597-4319-8536-cc1f9698a7e8,Jessica Douglas,"Statistics,Number Theory,Calculus",Mathematics
1a28f530-b4ae-420a-87ab-e97ca42add14,Matthew Townsend,"Theoretical Chemistry,Biochemistry,Physical Chemistry",Chemistry
5300f4e0-b5c8-495a-a4de-a7715089d7cd,Marc Williams,Literary Criticism,Literature
f5232b81-b9bd-40ae-859f-5379da365896,Michael Ortiz,"Photonics,Cosmology,Experimental Physics",Physics
780b9fed-288b-4947-b95f-fb0988794f8a,Dana Johnson,"Blockchain,Artificial Intelligence,Cloud Computing",Computer Science
2a5e7a08-579c-46ee-89f0-82c6eeaf9e80,Crystal Romero,"Civil Engineering,Aerospace Engineering",Engineering
b0a1c396-26df-488c-bde5-08578d8c25a1,Frank Gray,"Blockchain,Software Engineering,Quantum Computing",Computer Science
e5c8bd91-8dd7-4028-b162-7ea9328f1846,Dr. Janet Valenzuela,"Personality Psychology,Health Psychology,Clinical Psychology",Psychology
a7954ecd-21c9-4474-a378-0aacd765ca31,David Jones,"Electrical Engineering,Chemical Engineering,Mechanical Engineering",Engineering
e134f58d-e0af-491e-baf2-c5d83f39a916,Michael Bonilla,"Cognitive Psychology,Personality Psychology,Health Psychology",Psychology
30208a7e-62d1-4964-b511-f88e4b54f584,Nathan Clark,"Health Economics,Financial Economics,Public Economics",Economics
27fa7087-2bc1-4eeb-aad5-19275de8716f,Dr. David Johnson,"Social Psychology,Health Psychology,Clinical Psychology",Psychology
f61e4ff2-9f54-4017-8938-f8ee91a7ec3f,Lori Bentley,"Polymer Science,Physical Chemistry",Chemistry
d8d8fd28-03d9-4ee3-ad21-04abb5ce73e1,Tammy Bush,"Differential Equations,Geometry,Topology",Mathematics
f468efea-c076-4e0e-ad86-f539fe247a4f,Dennis Ortega,"Cloud Computing,Software Engineering",Computer Science
2a8fbc8b-2029-434d-908f-ec846ee9f3a0,Pamela Moore,"International Economics,Microeconomics",Economics
dc40d73a-a0c3-4e0c-b0d3-b4eefb9936d8,Jeremy Sosa,"Historiography,Drama",Literature
2db6adb7-8293-41bc-a838-8d50a7d12492,Bruce Bullock,"Social History,World History",History
17fdcf60-df10-412d-a361-d3d37aae2777,Ashley Brown,"Cloud Computing,Quantum Computing,Data Science",Computer Science
49373ce9-6542-4ea5-b8aa-8e808bb0f48d,Natalie Sandoval,"International Economics,Health Economics,Labor Economics",Economics
725d5950-c5e0-4e23-bfab-aeb8742fb87c,Melanie Vaughn,"Astrophysics,Nuclear Physics,Experimental Physics",Physics
d54eda95-d373-4152-98a0-d6bcc5fcfde2,Mark Garcia,"Statistics,Topology,Mathematical Physics",Mathematics
cc692c11-decc-48a9-bf8a-8eeb81dec04c,Daniel Hall,"Comparative Literature,Historiography,Poetry",Literature
62d375be-5c89-4d9d-9d30-afbf2c6d1c8b,Angel Jacobson,"Cell Biology,Genetics,Microbiology",Biology
62abfadf-86e6-4322-93bb-59105ddb9d42,William Barker,"Environmental Engineering,Mechanical Engineering,Biomedical Engineering",Engineering
7de9a255-b03c-41d6-889e-420f5a085a1b,Alexander Gay,"Medieval History,Modern History,Political History",History
79a6f8d5-3e81-48cf-ba18-56a69eb81da9,Joseph Mosley,"Financial Economics,Labor Economics,Development Economics",Economics
f566f218-5ebf-44bb-9a54-44e5dc1b03fc,Michael Douglas,"Photonics,Nuclear Physics,Condensed Matter Physics",Physics
279c7bfc-3075-475d-b67d-35b7dc7ccb3d,Pamela Griffith,"History of Science,Cultural History,Political History",History
0e3c0f10-23d4-4b16-ba8a-c4cfa03ab65e,Louis Sullivan,"Statistics,Algebra,Mathematical Physics",Mathematics
55c7997b-46dd-4de4-bed5-cbbef0f1cb8d,Jill Roberts,"Software Engineering,Electrical Engineering",Engineering
d416c6f9-9d17-4306-b554-0dc267ea1fb6,Frank Lawrence,"Cognitive Psychology,Biopsychology,Personality Psychology",Psychology
cdb81791-0349-41bc-bb4d-0cd9bfdf258c,Jonathan Drake,"World Literature,Historiography,Drama",Literature
84935f0d-09cc-46d0-b56d-1656ba6ee838,Dana Martinez,"History of Science,Modern History,Political History",History
d576f0eb-e962-4126-950c-5c2f7d7377b3,Jessica Dominguez,"Conservation Biology,Immunology,Marine Biology",Biology
57e071b7-723d-43b4-9fd8-03413f169008,Pamela Moore,"Creative Writing,World Literature,Poetry",Literature
4e9c5530-c373-4c36-befe-d39d9e1cb231,Matthew Butler,"Nuclear Physics,Quantum Mechanics,Particle Physics",Physics
4617ed6a-96e9-428c-b1ba-b266e78d06a4,Daniel Schultz,"Cell Biology,Marine Biology",Biology
46ad545c-ddf9-457b-90d2-90a3f4d9d360,Mrs. Denise Nichols,"Theoretical Chemistry,Physical Chemistry,Medicinal Chemistry",Chemistry
c2641b79-538c-4844-98fd-fff606314e32,Natasha Weiss,"Health Economics,Financial Economics,Public Economics",Economics
7471d16c-7207-490c-8ae9-bad7a7a4f03a,Kayla May,"Military History,World History",History
097edea8-db05-41fd-b7c9-efa66aacfb2e,Timothy Hill DDS,"Number Theory,Topology,Algebra",Mathematics
3e262392-554d-463a-847b-fd760db05737,Amber Sellers,"Social Psychology,Psychometrics",Psychology
d9b5258a-8d29-4c04-a334-900ad094aae0,Robert Anderson,"Systems Engineering,Chemical Engineering,Mechanical Engineering",Engineering
